id,codigo_modular,codigo_local,numero_procedimiento,nombre_institucion,region,provincia,distrito,departamento,direccion,localidad,centro_poblado,area_censo,latitud,longitud,altitud,nivel_educativo,modalidad,modalidad_especifica,gestion,gestion_departamental,tipo_sexo,turno,codigo_carrera,total_alumnos,alumnos_hombres,alumnos_mujeres,total_docentes,total_secciones,directivos_hombres,directivos_mujeres,directivos_total,docentes_hombres,docentes_mujeres,docentes_total,es_rural,es_eib,director,telefono,email,numero_fya,unidad_ejecutora,multiplicidad1,multiplicidad2,id_red_fya,nombre_red_fya_matched,entra_estudio_clustering,ILA_2022,ILA_2023,ILA_2024,X11_RED,matric_siagie_2019,matric_siagie_2020,matric_siagie_2021,matric_siagie_2022,matric_siagie_2023,matric_siagie_2024,total_docentes_ajustado,X11_RED_ajustado,metodo_ajuste,TEND_MATRICULA,TEND_MATRICULA_CATEGORIA,TEND_MATRICULA_R2,TEND_CAMBIO_PORCENTUAL,X13_TMATRC,X13_TMATRC_CATEGORIA,X13_TMATRC_MANN_KENDALL_P,X13_TMATRC_COEF_VARIACION,Y3_PR_Comunicacion,Y3_PR_Matematica,Y3_PR_Produccion_Textos
82.0,592428,168754,3AP,50976,DRE CUSCO,QUISPICANCHI,CCATCA,CUSCO,LLOQUETA,nan,LLOQQUETA,Rural,-13.5793,-71.63905,4063.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente multigrado,44,19,25,3,5,0.0,0.0,0.0,2.0,1.0,3.0,1,0,ESPINOZA ARIAS CLORINDA,nan,nan,44,UGEL QUISPICANCHI,1.0,1.0,39,Red Fe y Alegría 44,Sí,1.255,1.5668,1.7418,14.666666666666666,51.0,52.0,54.0,46.0,46.0,44.0,3.0,14.666666666666666,SIN_AJUSTE,-1.7162162162162162,ESTABLE,0.612245672638931,-13.725490196078432,-1.6666666666666667,ESTABLE,0.18848603806737496,7.516285169128069,0.0006619999999999999,0.0,
83.0,205716,169348,3AP,50796,DRE CUSCO,QUISPICANCHI,MARCAPATA,CUSCO,YANACANCHA,nan,YANACANCHA,Rural,-13.62978,-71.15881,4403.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente multigrado,31,18,13,2,6,1.0,0.0,1.0,0.0,1.0,1.0,1,0,MENZALA INQUILLAY NANCY,nan,nan,44,UGEL QUISPICANCHI,1.0,1.0,39,Red Fe y Alegría 44,Sí,1.1747,1.5668,1.7418,15.5,34.0,27.0,33.0,32.0,29.0,30.0,2.0,15.5,SIN_AJUSTE,-0.2837837837837838,ESTABLE,0.0386977886977887,-11.76470588235294,-0.8,ESTABLE,0.4523703606773608,7.814503943135655,0.0,0.0,
84.0,409672,169428,3AP,50492 CORAZON DE JESUS,DRE CUSCO,QUISPICANCHI,OCONGATE,CUSCO,AVENIDA LIBERTAD,nan,OCONGATE,Urbana,-13.6293,-71.3851,3545.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente Completo,406,206,200,21,18,0.0,0.0,0.0,11.0,10.0,21.0,0,0,VALENZUELA PFUÑO ROSA,nan,nan,44,UGEL QUISPICANCHI,1.0,1.0,39,Red Fe y Alegría 44,Sí,1.5212,1.8088,1.9597,19.333333333333332,424.0,421.0,425.0,414.0,413.0,402.0,21.0,19.333333333333332,SIN_AJUSTE,-4.472972972972974,ESTABLE,0.8161819482106144,-5.188679245283019,-3.5,ESTABLE,0.060289173990602185,1.9044424224555094,0.0017749999999999999,0.0009239999999999999,
85.0,410225,169503,3AP,50547,DRE CUSCO,QUISPICANCHI,OCONGATE,CUSCO,ACCOCUNCA,BARRIO LAS BRISAS,ACCOCUNCA,Rural,-13.7299,-71.3744,4058.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente multigrado,41,18,23,3,6,1.0,0.0,1.0,1.0,1.0,2.0,1,0,LOAIZA CRUZ MARIA SADITH,nan,nan,44,UGEL QUISPICANCHI,1.0,1.0,39,Red Fe y Alegría 44,Sí,1.4089,1.5217,1.4444,13.666666666666666,72.0,70.0,68.0,57.0,53.0,39.0,3.0,13.666666666666666,SIN_AJUSTE,-6.837837837837839,DECRECIMIENTO,0.9216691385045144,-45.83333333333333,-6.5,DECRECIMIENTO_SIGNIFICATIVO,0.008534920414227098,19.380862157993263,0.000778,9.7e-05,
86.0,410233,169517,3AP,50550,DRE CUSCO,QUISPICANCHI,OCONGATE,CUSCO,PAMPACANCHA,nan,PAMPACANCHA,Rural,-13.6302,-71.27,3950.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente multigrado,28,21,7,3,6,0.0,1.0,1.0,0.0,2.0,2.0,1,0,MEZA MARISCAL CARMEN,nan,nan,44,UGEL QUISPICANCHI,1.0,1.0,39,Red Fe y Alegría 44,Sí,1.0,1.4667,1.8333,9.333333333333334,31.0,25.0,25.0,26.0,33.0,28.0,3.0,9.333333333333334,SIN_AJUSTE,-0.2702702702702703,ESTABLE,0.04158004158004158,-9.67741935483871,0.5,ESTABLE,0.5730251193553904,10.91089451179962,0.0,0.0,
87.0,410258,169536,3AP,50552 TUPAC AMARU II,DRE CUSCO,QUISPICANCHI,OCONGATE,CUSCO,HUACATINCO,HUACATINCO,HUACA TINCO,Rural,-13.71458,-71.46204,3990.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente Completo,81,38,43,7,6,0.0,1.0,1.0,4.0,2.0,6.0,1,0,MEZA MARISCAL LAURA,nan,nan,44,UGEL QUISPICANCHI,1.0,1.0,39,Red Fe y Alegría 44,Sí,1.243,1.5668,1.6176,11.571428571428571,148.0,147.0,132.0,134.0,125.0,126.0,7.0,11.571428571428571,SIN_AJUSTE,-4.621621621621622,ESTABLE,0.842534432086671,-14.864864864864865,-4.666666666666667,ESTABLE,0.060289173990602185,6.767798849277875,4.2e-05,9.499999999999999e-05,
88.0,410266,169541,3AP,50553,DRE CUSCO,QUISPICANCHI,OCONGATE,CUSCO,MARAMPAQUI,nan,MARANPAQUI,Rural,-13.67753,-71.2426,4150.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Unidocente multigrado,6,2,4,1,4,0.0,1.0,1.0,0.0,0.0,0.0,1,0,BELLIDO AGUIRRE ROSMERI,nan,nan,44,UGEL QUISPICANCHI,1.0,1.0,39,Red Fe y Alegría 44,Sí,1.4063,1.75,1.5,6.0,28.0,23.0,18.0,13.0,8.0,6.0,1.0,6.0,SIN_AJUSTE,-4.432432432432433,ESTABLE,0.9917038457284023,-78.57142857142857,-5.0,DECRECIMIENTO_SIGNIFICATIVO,0.008534920414227098,49.08007912245728,8.800000000000001e-05,0.0,
89.0,204974,169579,3AP,50719 VIRGEN DEL CARMEN,DRE CUSCO,QUISPICANCHI,OCONGATE,CUSCO,TINKE SECTOR CHOCCO,nan,HACIENDA TINQUI,Rural,-13.66704,-71.31985,3771.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente Completo,299,164,135,15,12,1.0,0.0,1.0,6.0,8.0,14.0,1,0,SANCHO OBLITAS FERNANDO,nan,nan,44,UGEL QUISPICANCHI,1.0,1.0,39,Red Fe y Alegría 44,Sí,1.2383,1.5668,2.0556,19.933333333333334,383.0,385.0,375.0,412.0,404.0,392.0,15.0,19.933333333333334,SIN_AJUSTE,3.2162162162162167,ESTABLE,0.19497184397846654,2.3498694516971277,2.0,ESTABLE,0.4523703606773608,3.2329467742509346,0.00068,0.0008130000000000001,
90.0,205401,169584,3AP,50765,DRE CUSCO,QUISPICANCHI,OCONGATE,CUSCO,SALLICANCHA,nan,SALLICANCHA,Rural,-13.70297,-71.36623,3955.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente multigrado,18,10,8,2,6,1.0,0.0,1.0,0.0,1.0,1.0,1,0,MAMANI NINA ALAN,nan,nan,44,UGEL QUISPICANCHI,1.0,1.0,39,Red Fe y Alegría 44,Sí,1.2097,1.5278,2.0,9.0,30.0,28.0,26.0,27.0,21.0,18.0,2.0,9.0,SIN_AJUSTE,-2.2162162162162167,ESTABLE,0.8572157062723105,-40.0,-2.3333333333333335,DECRECIMIENTO_SIGNIFICATIVO,0.024170547174545254,16.65332799572906,0.000366,0.0,
91.0,487140,169602,3AP,50854,DRE CUSCO,QUISPICANCHI,OCONGATE,CUSCO,PATAPALLPA,nan,PATAPALLPA,Rural,-13.68158,-71.39118,3924.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente multigrado,17,5,12,2,6,0.0,0.0,0.0,0.0,2.0,2.0,1,0,HUAMAN CONDORI LUZ MARINA,nan,nan,44,UGEL QUISPICANCHI,1.0,1.0,39,Red Fe y Alegría 44,Sí,1.3238,1.5668,2.0,8.5,42.0,41.0,39.0,30.0,25.0,14.0,2.0,8.5,SIN_AJUSTE,-5.8243243243243255,DECRECIMIENTO,0.9115046418967989,-66.66666666666666,-5.5,DECRECIMIENTO_SIGNIFICATIVO,0.008534920414227098,31.591989196954113,0.0,0.002,
92.0,592543,169616,3AP,50977,DRE CUSCO,QUISPICANCHI,OCONGATE,CUSCO,ANDAMAYO,nan,ANDAMAYO,Rural,-13.6729,-71.3415,3770.0,Primaria,Escolarizada,RER,Pública de gestión privada,Convenio con Sector Educación,Mixto,Mañana,Polidocente multigrado,51,27,24,3,6,0.0,1.0,1.0,1.0,1.0,2.0,1,0,AGRAMONTE MERCADO EDITH FLAVIA,nan,nan,44,UGEL QUISPICANCHI,1.0,1.0,39,Red Fe y Alegría 44,Sí,1.5109,1.6591,1.6429,17.0,69.0,69.0,62.0,61.0,51.0,51.0,3.0,17.0,SIN_AJUSTE,-3.7432432432432434,ESTABLE,0.9460569145788121,-26.08695652173913,-4.0,DECRECIMIENTO_SIGNIFICATIVO,0.024170547174545254,12.211658545069698,0.001003,8.7e-05,
93.0,428714,175716,3AP,36153 SAYRI TUPAC,DRE HUANCAVELICA,ACOBAMBA,ACOBAMBA,HUANCAVELICA,PLAZA PRINCIPAL,nan,VILLA RICA,Rural,-12.8025,-74.5375,3405.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,25,11,14,2,6,0.0,1.0,1.0,0.0,1.0,1.0,1,0,SABINO ULLOA JANAMPA,nan,nan,79,UGEL ACOBAMBA,1.0,1.0,75,Red Fe y Alegría 79,Sí,1.4362,1.3182,1.5003,12.5,,,,,23.0,,2.0,12.5,SIN_AJUSTE,,,,,,,,,0.0,0.0,
94.0,600692,175882,3AS,NUESTRA SEÑORA DE LA CANDELARIA,DRE HUANCAVELICA,ACOBAMBA,ACOBAMBA,HUANCAVELICA,AVENIDA MANUEL CANDAMO S/N,nan,ACOBAMBA,Urbana,-12.83916,-74.57049,3440.0,Secundaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana-Tarde,No aplica,265,123,142,35,16,1.0,0.0,1.0,19.0,15.0,34.0,0,0,IZARRA CAMACHO JUAN HOSTILIO,nan,nan,79,UGEL ACOBAMBA,1.0,1.0,75,Red Fe y Alegría 79,Sí,1.4362,1.3182,1.5003,7.571428571428571,,,,,277.0,,35.0,7.571428571428571,SIN_AJUSTE,,,,,,,,,0.0,5.2e-05,6.099999999999999e-05
95.0,421594,176216,1A,130,DRE HUANCAVELICA,ACOBAMBA,CAJA,HUANCAVELICA,PLAZA PRINCIPAL,nan,CAJA ESPIRITU,Rural,-12.9167,-74.4666,3360.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,22,14,8,2,3,0.0,1.0,1.0,0.0,1.0,1.0,1,0,CARMELA TERESA VITOR MALLMA,nan,nan,79,UGEL ACOBAMBA,1.0,1.0,75,Red Fe y Alegría 79,Sí,1.4362,1.3182,1.5003,11.0,13.0,20.0,22.0,26.0,22.0,22.0,2.0,11.0,SIN_AJUSTE,1.7162162162162156,ESTABLE,0.4779812707444283,69.23076923076923,1.8,ESTABLE,0.18848603806737496,18.880677953929517,,,
96.0,633040,176221,1A,156,DRE HUANCAVELICA,ACOBAMBA,CAJA,HUANCAVELICA,PLAZA PRINCIPAL,nan,POMACANCHA,Rural,-12.8768,-74.487,3478.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,18,8,10,2,3,0.0,0.0,0.0,0.0,2.0,2.0,1,0,SAICO YANCE ZENOBIA VILMA,nan,nan,79,UGEL ACOBAMBA,1.0,1.0,75,Red Fe y Alegría 79,Sí,1.4362,1.3182,1.5003,9.0,16.0,18.0,9.0,16.0,18.0,18.0,2.0,9.0,SIN_AJUSTE,0.3108108108108108,ESTABLE,0.025900900900900893,12.5,0.4,ESTABLE,0.4523703606773608,20.110498078466104,,,
97.0,420380,176235,3AP,36161 SAN VICENTE DE PAUL,DRE HUANCAVELICA,ACOBAMBA,CAJA,HUANCAVELICA,AVENIDA CENTENARIO S/N,nan,CAJA ESPIRITU,Rural,-12.9179,-74.4644,3375.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,33,18,15,3,6,0.0,1.0,1.0,2.0,0.0,2.0,1,0,VARO GALVEZ HUAYHUA,nan,nan,79,UGEL ACOBAMBA,1.0,1.0,75,Red Fe y Alegría 79,Sí,1.4575,1.3182,1.5003,11.0,40.0,44.0,35.0,33.0,31.0,33.0,3.0,11.0,SIN_AJUSTE,-1.9594594594594597,ESTABLE,0.6045140885566419,-17.5,-2.0,ESTABLE,0.09087393998624904,12.627946015727643,0.001333,0.0,0.002857
98.0,420406,176240,3AP,36163 JAVIER HERAUD PEREZ,DRE HUANCAVELICA,ACOBAMBA,CAJA,HUANCAVELICA,PLAZA PRINCIPAL S/N,nan,HUANCCALLACO,Rural,-12.90297,-74.4938,3127.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,30,16,14,3,6,1.0,0.0,1.0,1.0,1.0,2.0,1,0,RICARDO HUAYRA MUNARRIZ,nan,nan,79,UGEL ACOBAMBA,1.0,1.0,75,Red Fe y Alegría 79,Sí,1.4362,1.3182,1.5003,10.0,25.0,27.0,28.0,30.0,27.0,28.0,3.0,10.0,SIN_AJUSTE,0.6351351351351352,ESTABLE,0.4522932022932023,12.0,0.6,ESTABLE,0.2596563563704499,5.454545454545454,0.0,0.0,
99.0,1060276,176320,3AS,CORAS,DRE HUANCAVELICA,ACOBAMBA,CAJA,HUANCAVELICA,MANZANAYOCC S/N,nan,POMACANCHA,Rural,-12.8736,-74.4846,3472.0,Secundaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana-Tarde,No aplica,114,62,52,18,7,1.0,0.0,1.0,12.0,5.0,17.0,1,1,LUNA ONOFRE JAVIER HECTOR,nan,nan,79,UGEL ACOBAMBA,1.0,1.0,75,Red Fe y Alegría 79,Sí,1.4362,1.3182,1.3791,6.333333333333333,102.0,101.0,104.0,106.0,108.0,110.0,18.0,6.333333333333333,SIN_AJUSTE,1.783783783783784,ESTABLE,0.9197635135135137,7.8431372549019605,2.0,CAMBIO_LEVE_SIGNIFICATIVO,0.024170547174545254,3.0277295046819015,0.0,0.0,0.000196
100.0,420430,176358,3AP,36166 HEROES 29 DE AGOSTO,DRE HUANCAVELICA,ACOBAMBA,MARCAS,HUANCAVELICA,AVENIDA LOS HEROES S/N,nan,MARCAS,Rural,-12.8897,-74.3996,3386.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente multigrado,51,29,22,4,6,1.0,0.0,1.0,1.0,2.0,3.0,1,0,ENRIQUEZ APACCLA GENOVEVA,nan,nan,79,UGEL ACOBAMBA,1.0,1.0,75,Red Fe y Alegría 79,Sí,1.4406,1.3182,1.5003,12.75,53.0,54.0,64.0,59.0,51.0,48.0,4.0,12.75,SIN_AJUSTE,-0.8513513513513513,ESTABLE,0.07189696398811678,-9.433962264150944,-1.0,ESTABLE,0.4523703606773608,9.61659089334734,0.000732,0.0,0.0
101.0,420448,176363,3AP,36167,DRE HUANCAVELICA,ACOBAMBA,MARCAS,HUANCAVELICA,PLAZA PRINCIPAL,nan,PARISA,Rural,-12.84032,-74.41306,3353.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Unidocente multigrado,8,6,2,1,3,1.0,0.0,1.0,0.0,0.0,0.0,1,0,SUCATICONA VILCA NOLBERTO,nan,nan,79,UGEL ACOBAMBA,1.0,1.0,75,Red Fe y Alegría 79,Sí,1.4362,1.3182,1.5003,8.0,15.0,18.0,20.0,16.0,6.0,8.0,1.0,8.0,SIN_AJUSTE,-1.581081081081081,ESTABLE,0.44467905405405395,-46.666666666666664,-2.25,ESTABLE,0.4523703606773608,36.95870277151317,,,
102.0,420562,176400,3AP,36201 NUESTRA SEÑORA DEL ROSARIO,DRE HUANCAVELICA,ACOBAMBA,MARCAS,HUANCAVELICA,PALOMA S/N,nan,PALOMA,Rural,-12.9072,-74.4334,3243.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Unidocente multigrado,8,5,3,1,4,0.0,0.0,0.0,1.0,0.0,1.0,1,0,BETTY HUAYRA CANALES,nan,nan,79,UGEL ACOBAMBA,1.0,1.0,75,Red Fe y Alegría 79,Sí,1.4362,1.3182,1.5003,8.0,9.0,10.0,8.0,8.0,8.0,8.0,1.0,8.0,SIN_AJUSTE,-0.3108108108108108,ESTABLE,0.4467905405405405,-11.11111111111111,-0.2,ESTABLE,0.2596563563704499,8.9854425391291,,,
103.0,740365,176419,3AS,RAMON CASTILLA MARQUEZADO,DRE HUANCAVELICA,ACOBAMBA,MARCAS,HUANCAVELICA,JIRON MARISCAL CASTILLA S/N,nan,MARCAS,Rural,-12.8876,-74.398,3370.0,Secundaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,66,38,28,9,5,1.0,0.0,1.0,6.0,2.0,8.0,1,0,ANGEL ROLANDO CHANCHA CABRERA,nan,nan,79,UGEL ACOBAMBA,1.0,1.0,75,Red Fe y Alegría 79,Sí,1.5049,1.3182,1.5003,7.333333333333333,75.0,75.0,77.0,74.0,66.0,66.0,9.0,7.333333333333333,SIN_AJUSTE,-1.783783783783784,ESTABLE,0.6433318564466105,-12.0,-2.25,ESTABLE,0.13285495573105388,6.1667574701241055,0.0012900000000000001,0.0,0.002609
104.0,686741,176711,1A,177,DRE HUANCAVELICA,ACOBAMBA,POMACOCHA,HUANCAVELICA,AVENIDA PERU S/N,nan,CHOCLOCOCHA,Rural,-12.8508,-74.5382,3354.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,18,7,11,2,3,0.0,1.0,1.0,0.0,1.0,1.0,1,0,FIDENCIA ZAMBRANO CUETO,nan,nan,79,UGEL ACOBAMBA,1.0,1.0,75,Red Fe y Alegría 79,Sí,1.4362,1.3182,1.5003,9.0,34.0,37.0,34.0,22.0,17.0,19.0,2.0,9.0,SIN_AJUSTE,-3.7297297297297294,ESTABLE,0.783413550536838,-44.11764705882353,-4.25,ESTABLE,0.09087393998624904,29.556293179008353,,,
105.0,428771,176787,3AP,36173 SANTIAGO ANTUNEZ DE MAYOLO,DRE HUANCAVELICA,ACOBAMBA,POMACOCHA,HUANCAVELICA,AVENIDA PERU S/N,nan,CHOCLOCOCHA,Rural,-12.8506,-74.538,3351.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Polidocente Completo,74,39,35,6,6,1.0,0.0,1.0,1.0,4.0,5.0,1,0,GALINDEZ ALTEZ WILBERT,nan,nan,79,UGEL ACOBAMBA,1.0,1.0,75,Red Fe y Alegría 79,Sí,1.4362,1.3182,1.6577,12.333333333333334,70.0,71.0,71.0,71.0,70.0,64.0,6.0,12.333333333333334,SIN_AJUSTE,-1.1756756756756757,ESTABLE,0.5499128160418483,-8.571428571428571,-0.3333333333333333,ESTABLE,0.4523703606773608,3.597122302158273,0.0,0.0,0.0
106.0,687194,176829,3AP,36465 MICAELA BASTIDAS PUYUCAHUA,DRE HUANCAVELICA,ACOBAMBA,POMACOCHA,HUANCAVELICA,PLAZA PRINCIPAL S/N,nan,INCAPACCHAN,Rural,-12.8618,-74.5052,3568.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Unidocente multigrado,9,6,3,1,4,0.0,0.0,0.0,1.0,0.0,1.0,1,0,NEMECIO ESPINOZA ANTEZANA,nan,nan,79,UGEL ACOBAMBA,1.0,1.0,75,Red Fe y Alegría 79,Sí,1.4362,1.3182,1.5003,9.0,10.0,9.0,6.0,8.0,12.0,8.0,1.0,9.0,SIN_AJUSTE,-0.35135135135135137,ESTABLE,0.20761670761670767,-20.0,-0.25,ESTABLE,0.8509806870320558,21.094980919809334,,,
107.0,579987,176834,3AS,JORGE CHAVEZ,DRE HUANCAVELICA,ACOBAMBA,POMACOCHA,HUANCAVELICA,AVENIDA PERU S/N,nan,CHOCLOCOCHA,Rural,-12.8506,-74.5385,3354.0,Secundaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana-Tarde,No aplica,92,45,47,19,8,1.0,0.0,1.0,9.0,9.0,18.0,1,0,GOMEZ QUISPE JORGE,nan,nan,79,UGEL ACOBAMBA,1.0,1.0,75,Red Fe y Alegría 79,Sí,1.3561,1.3182,1.5003,4.842105263157895,142.0,132.0,128.0,116.0,104.0,86.0,19.0,4.842105263157895,SIN_AJUSTE,-10.999999999999998,DECRECIMIENTO,0.9623817712811689,-39.436619718309856,-11.2,DECRECIMIENTO_SIGNIFICATIVO,0.008534920414227098,15.839373750142583,0.000638,0.0,0.0018420000000000003
163.0,1320001,331590,3AP,601614,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,NUEVA ESPERANZA,NUEVA ESPERANZA,NUEVA ESPERANZA,Rural,-3.906227,-73.4136,104.0,Primaria,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,Unidocente multigrado,9,6,3,1,5,0.0,1.0,1.0,0.0,0.0,0.0,1,0,PEÑA CUBAS CERVELIA,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.9167,1.418,9.0,13.0,10.0,14.0,12.0,11.0,11.0,1.0,9.0,SIN_AJUSTE,-0.20270270270270274,ESTABLE,0.06081081081081084,-15.384615384615385,-0.4,ESTABLE,0.5730251193553904,11.355292603237393,0.0,0.0,0.001667
185.0,721639,364415,1A,404,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 15.5,nan,MORALILLO,Rural,-3.90885,-73.33874,103.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,6,2,4,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1,0,NICOLINI VILLA VIOLENE MISAGA,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,6.0,7.0,9.0,7.0,9.0,6.0,6.0,1.0,6.0,SIN_AJUSTE,-0.24324324324324328,ESTABLE,0.12162162162162168,-14.285714285714285,-0.25,ESTABLE,0.34755803674116903,17.007533576245187,,,
186.0,721647,364420,1A,405,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 57,nan,CAHUIDE,Rural,-4.230595,-73.48736,96.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,78,45,33,3,3,0.0,1.0,1.0,0.0,2.0,2.0,1,0,NUBE RUIZ DE VIDEIRA KARLA,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,26.0,77.0,65.0,87.0,76.0,79.0,76.0,3.0,26.0,SIN_AJUSTE,0.5945945945945946,ESTABLE,0.021550380693708543,-1.2987012987012987,0.0,ESTABLE,1.0,8.408295480788572,,,
187.0,738203,364463,1A,475,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 21,nan,VILLA BUEN PASTOR,Rural,-3.94947,-73.36164,121.0,Inicial - Cuna-jardín,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,13,7,6,2,4,0.0,0.0,0.0,0.0,2.0,2.0,1,0,VASQUEZ PEÑA JAQUELINE URSULA,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,6.5,22.0,18.0,18.0,16.0,13.0,12.0,2.0,6.5,SIN_AJUSTE,-1.8378378378378377,ESTABLE,0.9467649467649466,-45.45454545454545,-2.0,CAMBIO_LEVE_SIGNIFICATIVO,0.014595034919316685,20.327890704543545,,,
188.0,1151331,364590,1A,536 MI CASITA DEL SABER,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 32,nan,13 DE FEBRERO,Rural,-4.012181,-73.43333,139.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,53,28,25,3,3,0.0,1.0,1.0,0.0,2.0,2.0,1,0,LACHI JESUS ROXANA AMADA,260501,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,17.666666666666668,53.0,52.0,60.0,67.0,69.0,58.0,3.0,17.666666666666668,SIN_AJUSTE,1.6891891891891893,ESTABLE,0.289244724176231,9.433962264150944,3.5,ESTABLE,0.2596563563704499,10.719711089077357,,,
189.0,1151414,364613,1A,538,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 41,nan,EX PETROLEROS I ZONA,Rural,-4.092448,-73.45277,99.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,70,29,41,4,4,0.0,0.0,0.0,0.0,4.0,4.0,1,0,RODRIGUEZ JESUS ELISA MARIANELLA,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,17.5,102.0,87.0,89.0,82.0,71.0,75.0,4.0,17.5,SIN_AJUSTE,-4.797297297297297,ESTABLE,0.8557992666032868,-26.47058823529412,-5.4,ESTABLE,0.060289173990602185,11.969173066977644,,,
190.0,1152057,364774,1A,604,DRE LORETO,MAYNAS,SAN JUAN BAUTISTA,LORETO,CARRETERA IQUITOS - NAUTA KM 38.5,nan,NUEVO HORIZONTE,Rural,-4.071599,-73.44553,100.0,Inicial - Jardín,Escolarizada,RER,Pública de gestión directa,Sector Educación,Mixto,Mañana,No aplica,12,6,6,1,3,0.0,0.0,0.0,0.0,1.0,1.0,1,0,MONTERO MORI DELIA ESPERANZA,nan,nan,47,UGEL MAYNAS,1.0,1.0,42,Red Fe y Alegría 47,Sí,1.2133,1.4555,1.418,12.0,26.0,23.0,17.0,16.0,16.0,14.0,1.0,12.0,SIN_AJUSTE,-2.4459459459459456,ESTABLE,0.8613155957513932,-46.15384615384615,-2.3333333333333335,DECRECIMIENTO_SIGNIFICATIVO,0.014595034919316685,23.07651425592872,,,
